#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
NPERSONALITY_SESSHO;Sessho;Sessho;Sessho;Sessho;Sessho;Sessho;Sessho;Сешшо;;;x
DPERSONALITY_SESSHO;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;Yasuhito, or known better known by his title of Prince Chichibu, is the 2nd son of Emperor Taisho and the younger brother of Emperor Showa. After his brother's assassination, he assumed the role of Sessho or Prince Regent, for his nephew, Emperor Akihito. However his strong ties with radical military groups such as the Kohoda clique give him much support and control over the military of Japan. However because he is not the Emperor he doesn't have the god like authority and devoation over the Japanese people.;;;x
NPERSONALITY_GOMEIJI;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;The Go-Meiji Emperor;Император Го-Мейдзи;;;x
DPERSONALITY_GOMEIJI;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;The 126th Emperor of Japan, although he was supposed to be serving as regent for his nephew Akihito, Prince Chichibu with the support of the Kohoda clique pushed his nephew aside and assumed the throne for himself. Now proclaiming a second Meiji resotration, Emperor Yasuhito will use all the godlike authority and influence of the Emperorship to further Japan's goals of Empire in Asia.;;;x
NPERSONALITY_XUANTONG_EMPEROR;The Xuantong Emperor;The Xuantong Emperor;The Xuantong Emperor;The Xuantong Emperor;The Xuantong Emperor;The Xuantong Emperor;The Xuantong Emperor;Император Сюаньдун;;;x
DPERSONALITY_XUANTONG_EMPEROR;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;Aisin-Gioro Puyi, formally known as the Xuantong Emperor, is the 12th Qing Emperor of China. Restored to power in 1926 after the German Intervention, he has revealed himself to be an adept diplomat, a charismatic leader, and a driven reformer intent on unifying and strengthening China.;;;x
NPERSONALITY_CORPORATION;Corporate Masterminds;Corporate Masterminds;Corporate Masterminds;Corporate Masterminds;Corporate Masterminds;Corporate Masterminds;Corporate Masterminds;Корпоративные Вдохновители;;;x
DPERSONALITY_CORPORATION;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;The Board of Directors for the Allgemeine Ostasiatische Gesellschaft is a council of representatives from Germany's biggest companies. Created in late 1926, they have brought a massive amount of industrial growth to south China, but are ill-disposed to actually ruling its hundreds of millions of people.;;;x
NPERSONALITY_PEASANTMARSHAL;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;Крестьянский Маршал;;;x
DPERSONALITY_PEASANTMARSHAL;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;;;x
NPERSONALITY_PEASANTMARSHAL2;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;The Peasant Marshal;Крестьянский Маршал;;;x
DPERSONALITY_PEASANTMARSHAL2;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;Anton Ivanovich Denikin was one of the more successful of the White generals during the Russian Civil War, besting both Trotsky and Makhno, before eventually capturing Moscow. Seen as a political moderate and a Kerensky loyalist given his supposed republican values and serf background, Denikin’s true political motivation is pragmatic patriotism. Even though he supported Kerensky against Kolchak’s attempted putsch in 1925, Anton Ivanovich has stated again and again that he will do whatever is necessary to restore and maintain Russian greatness.;;;x
NPERSONALITY_BLACKBARON;The Black Baron;The Black Baron;The Black Baron;The Black Baron;The Black Baron;The Black Baron;The Black Baron;Черный Барон;;;x
DPERSONALITY_BLACKBARON;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;The paramount martial hero of the White Army, Pyotr Nikolayvich Wrangel cemented his reputation as a skilled battlefield commander during the Russian Civil War, where he spearheaded the capture of Tsaritsyn and Moscow. Following the defeat of the Bolsheviks, Wrangel has continued to serve in the army with distinction, surrounding himself with fervently loyal and devoted junior officers. With strong support from the army and traditionalists alike, Wrangel has emerged as the right’s providential man - ready to serve and protect the motherland against all enemies.;;;x
##;;;;;;;;;;;X
##COUNTRY NAMES;;;;;;;;;;;X
##;;;;;;;;;;;X
AUS_EMP_NAME;Austrian Empire;Austrian Empire;Austrian Empire;Austrian Empire;Austrian Empire;Austrian Empire;Austrian Empire;Астрийская Империя;;;x
BEL_NOR_NAME;Belgium;Belgium;Belgium;Belgium;Belgium;Belgium;Belgium;Бельгия;;;x
CON_SYN_NAME;Centroafrika;Centroafrika;Centroafrika;Centroafrika;Centroafrika;Centroafrika;Centroafrika;Центральная Африка;;;x
CZE_KIN_NAME;Kingdom of Czechs and Moravs;Kingdom of Czechs and Moravs;Kingdom of Czechs and Moravs;Kingdom of Czechs and Moravs;Kingdom of Czechs and Moravs;Kingdom of Czechs and Moravs;Kingdom of Czechs and Moravs;Королевство Чехов и Моравов;;;x
CZE_UNI_NAME;Kingdom of Czechs, Moravs and Slovaks;Kingdom of Czechs, Moravs and Slovaks;Kingdom of Czechs, Moravs and Slovaks;Kingdom of Czechs, Moravs and Slovaks;Kingdom of Czechs, Moravs and Slovaks;Kingdom of Czechs, Moravs and Slovaks;Kingdom of Czechs, Moravs and Slovaks;Королевство Чехов, Моравов и Словаков;;;x
CZE_REP_NAME;Czech Republic;Czech Republic;Czech Republic;Czech Republic;Czech Republic;Czech Republic;Czech Republic;Чешская Республика;;;x
CZE_SLO_NAME;Czechoslovakia;Czechoslovakia;Czechoslovakia;Czechoslovakia;Czechoslovakia;Czechoslovakia;Czechoslovakia;Чехословакия;;;x
GEO_KIN_NAME;Kingdom of Georgia;Kingdom of Georgia;Kingdom of Georgia;Kingdom of Georgia;Kingdom of Georgia;Kingdom of Georgia;Kingdom of Georgia;Королевство Грузия;;;X
GEO_TRANSCAUCASIAN;Transcaucasian Socialist Republic;Transcaucasian Socialist Republic;Transcaucasian Socialist Republic;Transcaucasian Socialist Republic;Transcaucasian Socialist Republic;Transcaucasian Socialist Republic;Transcaucasian Socialist Republic;Транскавказская Соц. Республика;;;x
ITA_KIN_NAME;Kingdom of Italy;Kingdom of Italy;Kingdom of Italy;Kingdom of Italy;Kingdom of Italy;Kingdom of Italy;Kingdom of Italy;Королевство Италия;;;x
LAT_NOR_NAME;Latvia;Latvia;Latvia;Latvia;Latvia;Latvia;Latvia;Латвия;;;x
LBY_TRI_NAME;Tripolitania;Tripolitania;Tripolitania;Tripolitania;Tripolitania;Tripolitania;Tripolitania;Триполитания;;;x
PRI_RUS_NAME;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Российская Республика;;;X
RUS_REP_NAME;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Russian Republic;Российская Республика;;;x
RSI_NOR_NAME;Italian Republic;Italian Republic;Italian Republic;Italian Republic;Italian Republic;Italian Republic;Italian Republic;Итальянская Республика;;;x
RUS_EMP_NAME;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Российская Империя;;;x
SER_KIN_NAME;Kingdom of Serbia;Kingdom of Serbia;Kingdom of Serbia;Kingdom of Serbia;Kingdom of Serbia;Kingdom of Serbia;Kingdom of Serbia;Королевство Сербия;;;x
SCO_KIN_NAME;Kingdom of Scotland;Kingdom of Scotland;Kingdom of Scotland;Kingdom of Scotland;Kingdom of Scotland;Kingdom of Scotland;Kingdom of Scotland;Королевство Шотландия;;;x
SLO_KIN_NAME;Kingdom of Slovakia;Kingdom of Slovakia;Kingdom of Slovakia;Kingdom of Slovakia;Kingdom of Slovakia;Kingdom of Slovakia;Kingdom of Slovakia;Королевство Словакия;;;x
SOV_UNI_NAME;Soviet Union;Soviet Union;Soviet Union;Soviet Union;Soviet Union;Soviet Union;Soviet Union;Советский Союз;;;x
U08_KIN_NAME;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Королевство Франция;;;x
U16_KIN_NAME;Kingdom of England;Kingdom of England;Kingdom of England;Kingdom of England;Kingdom of England;Kingdom of England;Kingdom of England;Королевство Англия;;;x
U17_KIN_NAME;Kingdom of Wales;Kingdom of Wales;Kingdom of Wales;Kingdom of Wales;Kingdom of Wales;Kingdom of Wales;Kingdom of Wales;Королевство Уэльс;;;x
U21_KIN_NAME;Grand Duchy of Brittany;Grand Duchy of Brittany;Grand Duchy of Brittany;Grand Duchy of Brittany;Grand Duchy of Brittany;Grand Duchy of Brittany;Grand Duchy of Brittany;Великое княжество Бретань;;;x
U22_KIN_NAME;Grand Duchy of Normandy;Grand Duchy of Normandy;Grand Duchy of Normandy;Grand Duchy of Normandy;Grand Duchy of Normandy;Grand Duchy of Normandy;Grand Duchy of Normandy;Великое княжество Нормандия;;;x
U23_KIN_NAME;Grand Duchy of Occitania;Grand Duchy of Occitania;Grand Duchy of Occitania;Grand Duchy of Occitania;Grand Duchy of Occitania;Grand Duchy of Occitania;Grand Duchy of Occitania;Великое княжество Окситания;;;x
VIC_EMP_NAME;French Empire;French Empire;French Empire;French Empire;French Empire;French Empire;French Empire;Французская Империя;;;x
VIC_KIN_NAME;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Kingdom of France;Королевство Франция;;;x
VIC_NOR_NAME;France;France;France;France;France;France;France;Франция;;;x
CHI_SOV_NAME;People's Republic of China;People's Republic of China;People's Republic of China;People's Republic of China;People's Republic of China;People's Republic of China;People's Republic of China;Китайская Народная Республика;;;x
