#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
ALLIANCE_ENTENTE1948;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;Euroasia;;;X
NPERSONALITY_LION_OF_AFRICA;The Lion of Africa;The Lion of Africa;The Lion of Africa;The Lion of Africa;The Lion of Africa;The Lion of Africa;The Lion of Africa;The Lion of Africa;;;X
DPERSONALITY_LION_OF_AFRICA;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;Perhaps the most venerated and popular Weltkrieg general of today, Paul von Lettow-Vorbeck earned the nickname ‘Der Lцwe von Afrika’ as a highly successful commander of German askaris, remaining undefeated whilst causing the Entente colonial forces endless amounts of grief until the war was concluded victoriously. Crowning his impressive military accomplishments with the position as the first governor of Mittelafrika, Lettow-Vorbeck has since moved on to domestic German politics, entering the Reichstag as the leader of the liberal and moderate nationalist ‘Nationalliberale Partei’. Charismatic and dashing, the Lion of Africa seems poised to influence the future of the German Empire for years to come.;;;X
NPERSONALITY_O;'O';'O';'O';'O';'O';'O';'O';'O';;;X
DPERSONALITY_O;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;Also known as ‘The Holy Terror’, Ormonde Winter served as a ruthless chief of counter-intelligence in Ireland after the Peace With Honour ended the Weltkrieg. Relocated too late to the Homes Isles to help break up the revolutionary groupings, Winter is wholly dedicated to eliminate all enemies to King and Empire - no matter the costs.;;;X
NPERSONALITY_HEALTH;Health and Safety Proponent;Partisan de la santй et de la sйcuritй;Sostenitore di salute pubblica e sicurezza;Defensor de la Seguridad y Salud;Sozialpolitiker;Zwolennik poprawy stanu zdrowia i bezpieczeсstwa;;Сторонник здравоохранения;;;X
DPERSONALITY_HEALTH;Health and Safety Proponent believes that the primary purpose of a government is to improve the workers' safety and the health care system.;Le partisan de la santй et de la sйcuritй pense que l'objectit principal du gouvernment est d'amйliorer la sйcuritй des travailleurs et le systиme de santй.;Il sostenitore della salute e sicurezza ritiene che lo scopo primario di un governo sia quello di migliorare la sicurezza dei lavoratori e del sistema sanitario.;Un defensor de la salud y seguridad cree que el principal propуsito de un gobierno es mejorar la seguridad de los trabajadores y el sistema de salud.;Der Sozialpolitiker sieht die vornehmste Aufgabe des Staates darin, fьr Sicherheit und Gesundheit der Arbeiter zu sorgen.;Dla ministra zainteresowanego kwestiami zdrowia oraz bezpieczeсstwa i higieny pracy, podstawowym celem rz№du jest poprawa bezpieczeсstwa zatrudnionych osуb oraz usprawnianie systemu opieki zdrowotnej.;;Сторонник здравоохранения верит, что прямая обязанность государства - улучшать безопасность своих работников и систему здравоохранения.;;;X
NPERSONALITY_POLICE;Chief of Secret Police;Chef de la police secrиte;Il Capo della Polizia Segreta;Jefe de la Policнa Secreta;Chef der Geheimpolizei;Szef tajnych sіuїb;;Шеф тайной полиции;;;X
DPERSONALITY_POLICE;The Chief of Secret Police uses his position to root out dissent and disloyal elements within the local population.;Le chef de la police secrиte se sert de sa position pour йradiquer toute dissension et tous les йlйments dйloyaux de la population locale.;Il capo della polizia segreta usa la sua posizione per estirpare il dissenso e gli elementi sleali dalla popolazione locale.;El jefe de la Policнa Secreta usa su posiciуn para eliminar la disensiуn y los elementos desleales dentro de la poblaciуn.;Der Chef der Geheimpolizei nutzt seine Position, um alle dem Staat feindlich gesonnenen Abweichler und Unruhestifter zu eliminieren.;Szef tajnych sіuїb uїywa swej pozycji do wykorzenienia niepokojуw spoіecznych i eliminacji nielojalnych elementуw zidentyfikowanych wњrуd populacji kraju.;;Шеф тайной полиции использует свое положение, чтобы подавлять недовольство и нелояльные элементы в составе населения.;;;X
NPERSONALITY_LOCAL_TYRANT;Local tyrant;Tyran local;Tiranno Locale;Tirano local;lokaler Tyrann;Lokalny tyran;;Местный деспот;;;X
DPERSONALITY_LOCAL_TYRANT;Local tyrant rules his nation with iron-fisted terror. Due to his nation's limited power he rarely supports expansionist acts - in fact, he often owes his power to foreign dictator - but as for centralizing all the power in his country to his own hands, there are no ways to avoid.;Un tyran local rиgne sur son pays par la terreur et avec une poigne de fer. En raison de la puissance limitйe de son pays, il soutient que rarement des actes expansionnistes - en fait, il doit souvent son pouvoir а un dictateur йtranger - mais qui ne peut pas centraliser tout le pouvoir de son pays pour ses propres mains.;Il tiranno locale governo la sua nazione con terrore brutale. A cause del potere limitato del suo paese, raramente supporta atti espansionistici – infatti, deve spesso il suo potere a potenze straniere – ma non ha opposizione nel concentrare tutto il potere della nazione nelle sue mani.;El tirano local lidera su nacion con mano de hierro. Debido al limitado poder de su naciуn que rara vez tiene voluntad expansionista - de hecho, a menudo le debe su poder a un dictador extranjero - pero no hay manera de evitar la centralizaciуn de todo el poder de su paнs en sus propias manos .;Lokaler Tyrann herrscht ьber seine Nation mit dem Eisen-Fisted Terror. Wegen der beschrдnkten Macht seiner Nation unterstьtzt er selten Expansionstaten, tatsдchlich verdankt seine Macht einem auslдndischen Diktator. Da aber die Macht bei ihm zentralisiert wird, gibt es kein Mittel in zu stьrzen.;Lokalny tyran rz№dzi swoim narodem przy uїyciu їelaznego terroru. Z uwagi na ograniczon№ siік swojego paсstwa rzadko zdobywa siк na akty ekspansjonizmu, faktycznie czкsto jego wіadza zaleїy od jakiegoњ zagranicznego dyktatora. Jeњli chodzi jednak o centralizacjк wіadzy w swoim wіasnym paсstwie, jego wszechwіadza jest nieunikniona.;;Местный деспот правит своим народом железной рукой террора. Из-за ограниченной силы своей страны он редко поддерживает экспансионистские действия - на самом деле, он часто обязан своей властью иностранному диктатору, - ибо для централизации всей власти в стране в своих руках иных способов нет.;;;X
NPERSONALITY_OIL_BARON;Oil Baron;Magnat du pйtrole;Magnate del petrolio;Barуn del Petroleo;Цlbaron;Baron naftowy;;Нефтяной барон;;;X
DPERSONALITY_OIL_BARON;The Oil Baron is a powerful person in the oil industry. He controls or has connections with many industries and companies and he has a positive influence in the oil extraction and refining business.;Le baron du pйtrole est une personne influente de l'industrie pйtroliиre. Il contrфle ou a des contacts avec les principales industries et entreprises du secteur, et a une influence positive dans l'extraction ou le raffinage du pйtrole.;Il magnate del petrolio и una persona forte nel settore petrolifero. Egli controlla od ha collegamenti con molte industrie e societа ed ha un influsso positivo nell'estrazione di petrolio ed attivitа di raffinazione.;El barуn del petrуleo es una persona poderosa en la industria petrolera. Йl controla o tiene conexiones con muchas industrias y empresas y tiene una influencia positiva en la extracciуn de petrуleo y de negocios de refinaciуn.;Der Цlbaron ist eine wohlbekannte und wichtige Person in der Цlindustrie. Er kontrolliert oder hat ausgezeichnete Kontakte zu vielen industriellen Bereichen und ьbt einen positiven Einfluss auf die Цlfцrderung und Raffinerien aus;Baron naftowy jest siln№ osobistoњci№ w њwiecie przemysіu naftowego. Kontroluje osobiњcie lub poprzez ukіady wiele firm i ma pozytywny wpіyw na przemysі wydobywczy i przetwуrczy ropy.;;Нефтяной барон это могущественная персона в нефтяной индустрии. Он контролирует или сотрудничает со многими прочими отраслями промышленности и компаниями, имеет позитивное влияние на процессы добычи и обработки нефти.;;;X
NPERSONALITY_STEEL_MAGNATE;Steel Magnate;Magnat de l'acier;Magnate dell'acciaio;El magnate del acero;Stahlmagnat;Magnat przemysіu stalowego;;Стальной магнат;;;X
DPERSONALITY_STEEL_MAGNATE;The Steel Magnate has a prominent place in the steel making industry and is a key person in the steel markets. He can use his position to increase the productivity of his industries and boost the production and sale of metal products in his country.;Le magnat de l'acier a une place dominante dans l'industrie de l'acier et est un personnage clй dans ce marchй. Il peut user de sa position pour augmenter le rendement des usines d'acier et amйliorer les ventes dans son pays.;Il magnate ha un posto preminente nel settore della produzione dell'acciaio ed и una persona chiave nel mercato dello stesso. Si puт usare la sua posizione per aumentare la produttivitа delle sue industrie e stimolare la produzione e la vendita di prodotti in metallo nel suo paese.;El magnate del acero tiene un lugar prominente en la industria de fabricaciуn de acero y es una persona clave en los mercados del acero. Йl puede usar su posiciуn para aumentar la productividad de sus industrias y aumentar la producciуn y venta de productos de metal en su paнs.;Der Цlbaron ist eine wohlbekannte und wichtige Person in der Stahlindustrie. Er kann seine Position nutzen, um die Stahlproduktion zu erhцhen sowie die verabreitenden Industrien zu unterstьtzen.;Magnat przemysіu stalowego zajmuje prominentne miejsce w przemyњle hutniczym i jest kluczowym znawc№ rynkуw metali. Moїe uїyж swej pozycji do zwiкkszenia produktywnoњci i zyskownoњci kierowanych przez niego firm i zwiкkszenia caіego krajowego potencjaіu.;;Стальной Магнат занимает видное место в сталеплавильной промышленности и является ключевой персоной на рынках стали. Он может использовать свои возможности для увеличения производительности индустрии и стимулирования производства и продаж металлических изделий в своей стране.;;;X
NPERSONALITY_INDUSTRIAL_CHEMIST;Industrial Chemist;Chimiste industriel;Chimico Industriale;Quнmico Industrial;Indutriechemiker;Chemik przemysіowy;;Химический промышленник;;;X
DPERSONALITY_INDUSTRIAL_CHEMIST;The Industrial Chemist has a important position the chemical industry. He uses his knowledge to develop new substances, processes and products and to increase scientific knowledge.;Le chimiste industriel a une place importante dans l'industrie de la chimie. Il peut utiliser ses compйtences pour dйvelopper de nouvelles substances, procйdйs et amйliorer la connaissance scientifique.;Il chimico industriale ha una posizione di rilievo nell'industria chimica. Egli usa la sua conoscenza per sviluppare nuove sostanze, processi e prodotti e ad accrescere la conoscenza scientifica.;El Quнmico Industrial tiene una posiciуn importante de la industria quнmica. Utiliza sus conocimientos para desarrollar nuevas sustancias, procesos y productos y para aumentar el conocimiento cientнfico.;Der Indutriechemiker ist eine wohlbekannte und wichtige Person in der Chemiebranche. Er benutzt seine Kenntnisse, um neue Substanzen und Produkte zu entwickeln und die wissenschaftliche Basis zu vergrцssern.;Chemik przemysіowy ma waїn№ funkcjк w przemyњle chemicznym swego kraju. Uїywa swej wiedzy do produkcji wci№ї nowych substancji i opracowywania nowych procesуw i produktуw wymagaj№cych zaplecza naukowego.;;Химический промышленник играет важную роль в химической индустрии. Он использует свои знания для разработки новых субстанций, процессов и продуктов, равно как и для увеличения научных разработок. .;;;X
NPERSONALITY_MEDIA_MAGNATE;Media Magnate;Magnat des mйdias;Il magnate dei media;Magnate de los medios;Medienmogul;Magnat medialny;;Медиамагнат;;;X
DPERSONALITY_MEDIA_MAGNATE;The Media Magnate is a person with a dominant position in a media enterprise. He usually owns one or more newspapers or radio networks and can use them to influence the public opinion.;Le magnat des mйdias a une place importance dans une entreprise des mйdias. Il contrфle habituelle un ou plusieurs journaux ou radios et peut influencer l'opinion publique grвce а ceux-ci.;Il magnate dei media и una persona con una posizione dominante in una societа mediatica. Egli possiede generalmente uno o piщ giornali o network radiofonici e li puт utilizzare per influenzare l'opinione pubblica.;El magnate de los medios es una persona con una posiciуn dominante en una empresa de medios de comunicaciуn. Por lo general posee uno o mбs periуdicos o cadenas de radio y las puedan utilizar para influir en la opiniуn pъblica.;Der Medienmogul ist eine wohlbekannte und wichtige Person in der Medienbranche. Im Normalfall besitzt er mehrere Zeitungen und Radiosender, mit denen er helfen kann, die Bevцlkerung zu beeinflussen.;Magnat medialny to osoba z dominuj№c№ pozycj№ w rozwijaj№cym siк przemyњle medialnym. Zazwyczaj posiada jedn№ lub kilka gazet i sieci radiowych i moїe uїywaж ich do wpіywania na opiniк publiczn№.;;Медиамагнат это персона с доминирующей позицией на медиарынке. Он обычно владеет одной или несколькими газетами или сетью радиостанций и может использовать их для влияния на общественное мнение.;;;X
NPERSONALITY_PLANNED_ECONOMY_PROPONENT;Planned Economy Proponent;Le Partisan d'une йconomie planifiйe;Sostenitore di un'economia pianificata;Defensor de la economнa planeada;Befьrworter der Planwirtschaft;Zwolennik gospodarki planowej;;Сторонник плановой экономики;;;X
DPERSONALITY_PLANNED_ECONOMY_PROPONENT;A planned economy is an economic system in which decisions regarding production and investment are embodied in a plan formulated by a central authority, usually by a government agency.;Une йconomie planifiйe est un systиme йconomique dans lequel les dйcisions concernant la production et les investissements sont incluses dans un plan formulй par une autoritй centrale, gйnйralement une agence gouvernementale.;L'economia pianificata и un sistema economico in cui le decisioni in materia di produzione e di investimento sono incorporate in un piano formulato da un'autoritа centrale, di solito da un ente governativo.;Una economнa planificada es un sistema econуmico en el cual las decisiones convenientes a la producciуn y la inversiуn son incorporadas en un plan formulado por una autoridad central, como una agencia del gobierno.;Eine Planwirtschaft ist ein цkonomisches System, in dem Produktionsziele und Investionen von zentraler Stelle vorgegeben werden.;Ekonomia planowa jest systemem gospodarczym, w ktуrym decyzje dotycz№ce produkcji i inwestycji s№ zawarte w planie sformuіowanym przez centralnego planistк, zazwyczaj wystкpuj№cego jako agencja rz№dowa.;;Плановая экономика это экономическая система, в которой решения относительно производства и инвестиций воплощены в плане, составляемом центральной властью, обычно правительственным агентством.;;;X
NPERSONALITY_KEYNESIAN;Keynesian Economy Proponent;Le Partisan d'une йconomie Keynйsienne;Sostenitore di un'economia keynesiana;Defensor de la economнa Keynesiana;Befьrworter der Keynesianischen Wirtschaft;Zwolennik gospodarki keynesowskiej;;Сторонник кейнсианской экономики;;;X
DPERSONALITY_KEYNESIAN;Keynesian economics argues that private sector decisions sometimes lead to inefficient macroeconomic outcomes and, therefore, advocates active policy responses by the public sector, including monetary policy actions by the central bank and fiscal policy actions by the government to stabilize output over the business cycle.;Une йconomie de type Keynйsienne soutient que les dйcisions prises par le secteur privй ont parfois pour consйquence des rйsultats йconomiques inefficaces. En consйquence, elle promeut une rйponse active par le secteur public, incluant des politiques monйtaires par la Banque Centrale et des politiques fiscales par le gouvernement pour adoucir les cycles йconomiques.;L'economia keynesiana sostiene che le decisioni del settore privato, a volte, portano a risultati macroeconomici inefficienti e quindi sostiene risposte politiche attive del settore pubblico, comprese azioni di politica monetaria della banca centrale ed azioni di politica fiscale da parte del governo per stabilizzare l'output del ciclo economico.;Una economнa Keynesania argumenta que las decisiones del sector privado algunas veces llevan a una macroeconomнa ineficiente y, ademбs, requiere respuestas de polнtica activa por parte del sector pъblico, incluyendo acciones monetarias por el banco central y acciones fiscales por el gobierno para estabilizar la producciуn durante un ciclo econуmico.;Verfechter dieser Wirtschaftspolitik argumentieren, daЯ Entscheidungen des privaten Sektors ab und zu zu ineffizienten Makroцkonomischen Situationen fьhren kцnnen und befьrworten ein Eingreifen des Staates und der Zentralbank mit Massnahmen, die letztlich wieder in einer Stabilisierung der Wirtschaft mьnden.;Ekonomiњci z nurtu keynesowskiego postuluj№, їe decyzje sektora prywatnego niekiedy prowadz№ do nieefektywnoњci w gospodarce i tym samym gіosz№ potrzebк aktywnej polityki sektora publicznego, w ramach ktуrej zawiera siк prowadzenie przez bank centralny polityki monetarnej oraz prowadzenie przez rz№d polityki fiskalnej w celu ustabilizowania cyklu koniunkturalnego.;;Кейнсианская экономика возражает, что решения частного сектора обычно ведут к неэффективному макроэкономическому результату, и в то же время защищает активное влияние политики на общественный сектор, включая операции монетарной политики, выполняемые центральным банком и действия фискальной политики правительства, чтобы стабилизовать доходы в циклах бизнеса.;;;X
NPERSONALITY_REFORMER;Reformer of the Army;Rйformateur de l'armйe;Riformatore delle forze armate;Reformador del Ejйrcito;Reformer der Armee;Reformator armii;;Военный реформатор;;;X
DPERSONALITY_REFORMER;The Reformer of the Army concentrates his effort on the modernization of the armed forces.;Le rйformateur de l'armйe concentre ses efforts sur la modernisation des forces armйes.;Il riformatore dell'esercito concentra il suoi sforzi per l'ammodernamento delle forze armate.;El Reformador de la Armada concentra sus esfuerzos en la modernizaciуn de las fuerzas armadas.;Der Reformer der Armee konzentriert sich darauf eine mцglichst moderne Armee zu schaffen und zu erhalten.;Reformator armii koncentruje swoje wysiіki na reformie krajowych siі zbrojnych.;;Военный реформатор концентрирует свои усилия на модернизации вооруженных сил.;;;X
NPERSONALITY_CONSTRUCTION_MAGNATE;Construction Magnate;Le Magnat du bвtiment;Magnate delle costruzioni;Magnate de la construcciуn;Baulцwe;Magnat budowlany;;Строительный магнат;;;X
DPERSONALITY_CONSTRUCTION_MAGNATE;The Construction Magnate has a prominent place in the construction industry. He can use his position to increase the productivity of his industries and boost the construction of roads, airports, naval base and others infrastructures.;Le magnat du bвtiment a une position bien йtablie dans l'industrie du bвtiment. Il peut l'utiliser pour accroоtre la productivitй de ses industries et pousser а la construction de routes, d'aйroports, de bases navales et autres infrastructures.;Il Magnate delle costruzioni ha un posto preminente nel settore. Puт usare la sua posizione per aumentare la produttivitа delle sue industrie e dare impulso alla costruzione di strade, aeroporti, basi navali ed altre infrastrutture.;El Magnate de la Construcciуn tiene un lugar prominente en la industria de la construcciуn. Puede usar su posiciуn para incrementar la productividad de las industrias e impulsar la construcciуn de carreteras, aeropuertos, bases navales y otras infraestructuras.;Der Baulцwe hat eine angesehene Position innerhalb der Baubranche. Er kann diese nutzen, um die Produktivitдt im allgemeinen zu steigern und den Bau von Flugplдtzen, Strassen und anderer Infrastruktur voranzutreiben.;Magnat budowlany gra pierwsze skrzypce w przemyњle konstrukcyjnym kraju. Moїe uїywaж swoich wpіywуw w celu zwiкkszenia efektywnoњci dziaіania przemysіu i przyspieszenia konstrukcji drуg, lotnisk, baz morskich oraz innych elementуw infrastruktury.;;Строительный магнат имеет постоянное влияние на строительную индустрию. Он может использовать свое положение, чтобы увеличивать производительность своей промышленности и ускорять строительство дорог, аэропортов, морских баз и другой инфраструктуры.;;;X
NPERSONALITY_BUDGET;Balanced Budget Proponent;Partisan d'un budget йquilibrй;Sostenitore di un bilancio equilibrato;Defensor de la economнa balanceada;Hauslhaltsexperte;Zwolennik zbilansowanego budїetu;;Сторонник сбалансированного бюджета;;;X
DPERSONALITY_BUDGET;This minister fights to have a balanced budget, with tight money, limits on welfare and foreign aid.;Ce ministre se bat pour avoir un budget йquilibrй, un crйdit cher, un йtat-providence limitй et peu d'aides йtrangиres.;Questo ministro si batte per avere un bilancio in pareggio, quando и a corto di fondi, limita il welfare e gli aiuti internazionali.;Este ministro lucha para tener un presupuesto balanceado, limitando el presupuesto en bienestar y ayuda al extranjero.;Dieser Minister macht sich fьr einen ausgeglichenen Haushalt stark, der nur wenige Ausgaben fьr Soziales und Entwicklungshilfe vorsieht.;Ten minister jest gotуw podj№ж walkк w imiк zbilansowanego budїetu, z siln№ kontrol№ wydatkуw, limitami na wydatki zwi№zane z pomoc№ spoіeczn№ i wsparciem innych krajуw.;;Этот министр борется за сбалансированный бюджет с фиксированными денежными значениями, лимитами на иностранную помощь и интервенционные инвестиции.;;;X
NPERSONALITY_MIXED;Mixed Economy Proponent;Le Partisan d'une йconomie mixte;Sostenitore di un'economia mista;Defensor de la economнa mixta;Mischwirtschaftler;Zwolennik gospodarki mieszanej;;Сторонник смешанной экономики;;;X
