#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
EVT_610084_DESC;During the American Civil War, the Mexican army managed to conquest a good part of the western and southwestern American states. Despite a well-organized campaign of both non-violent resistance and guerilla attacks by the local Anglo population, we are determined to continue our occupation. Now, with their Civil War over, the American government is demanding that we return them these former territories. And, according to our intelligence reports, they are even considering going to war against Mexico for this! Even if we know that we have a historical right to those lands, we must keep in mind that the Americans are much more strong and organized now - it is very possible that, in case of war, we may not resist their offensive.;;;;;;;#TODO;;;X
EVT_610091_DESC;The stubborn Mexicans have made a proposal to us: despite our threats, they still insist on keeping Southern Arizona (the lands of the Gadsden Purchase, the last territory transfered from Mexico to the US, back in 1853), plus the sparsely populated far-western part of Texas, beyond the Pecos river, centered on El Paso County (the so-called Trans-Pecos zone). Given that those territories are part of the Chihuahan Desert, with a very small population and little to no natural resources, it could be a small price to pay to avoid another war. On the other hand, however, most of our population wouldn't even accept the idea of our government handing territory containing tens of thousands of American nationals to another country!;;;;;;;#TODO;;;X
EVT_610092_DESC;The Mexican government has made a proposal to us: despite our threats, they still insist on keeping Southern Arizona - the sparselly-populated lands of the Gadsden Purchase, the last territory transfered from Mexico to the US, back in 1853. Those territories, centered on the town of Tucson, have a very small population of no more than 40.000 and little to no natural resources - thus, accepting Mexican rule over that tiny strip of territory could be a small price to pay to avoid another war. On the other hand, however, most of our population wouldn't even accept the idea of our government handing territory containing tens of thousands of American nationals to another country!;;;;;;;#TODO;;;X
EVT_610095_DESC;During the American Civil War, the Mexican army managed to conquer a good part of our western and southwestern states. Despite a well-organized campaign of both non-violent resistance and guerilla attacks by the Anglo population, Mexico continues their occupation and is preparing to fully integrate these territories in the long run. With our Civil War over, we now have the opportunity to press Mexico to return us our rightfull territories - be it through diplomatic means or through yet another war.;;;;;;;#TODO;;;X
EVT_610096_DESC;During the American Civil War, the Mexican army managed to conquer a good part of the western and southwestern American states. Despite a well-organized campaign of both non-violent resistance and guerilla attacks by the local Anglo population, we are determined to continue our occupation. Now, with their Civil War over, the American government is demanding that we return them these former territories. And, according to our intelligence reports, they are even considering going to war against Mexico for this! Even if we know that we have a historical right to those lands, we must keep in mind that the Americans are much more strong and organized now - it is very possible that, in case of war, we may not resist their offensive.;;;;;;;#TODO;;;X
EVT_610103_DESC;The stubborn Mexicans have made a proposal to us: despite our threats, they still insist on keeping Southern Arizona (the lands of the Gadsden Purchase, the last territory transfered from Mexico to the US, back in 1853), plus the sparsely populated far-western part of Texas, beyond the Pecos river, centered on El Paso County (the so-called Trans-Pecos zone). Given that those territories are part of the Chihuahan Desert, with a very small population and little to no natural resources, it could be a small price to pay to avoid another war. On the other hand, however, most of our population wouldn't even accept the idea of our government handing territory containing tens of thoCSAnds of American nationals to another country!;;;;;;;#TODO;;;X
EVT_610104_DESC;The Mexican government has made a proposal to us: despite our threats, they still insist on keeping Southern Arizona - the sparselly-populated lands of the Gadsden Purchase, the last territory transfered from Mexico to the US, back in 1853. Those territories, centered on the town of Tucson, have a very small population of no more than 40.000 and little to no natural resources - thus, accepting Mexican rule over that tiny strip of territory could be a small price to pay to avoid another war. On the other hand, however, most of our population wouldn't even accept the idea of our government handing territory containing tens of thoCSAnds of American nationals to another country!;;;;;;;#TODO;;;X
EVT_610122_DESC;Since the late 1920s, the government has been promoting the painting of a large number of murals with patriotic, social and political messages on public buildings, universities, workplaces and parks, to the point that muralism can now be regarded as the prime form of art of post-revolutionary Mexico. Our 'big three' painters, Diego Rivera, Josй Clemente Orozco and David Alfaro Siqueiros, have worked on hundreds of murals over the past years, all over Mexico and abroad, showcasing the history and culture of Mexico from Asia to Europe and the Americas. Our Ministry of Culture has advised us to put more funds on a programme for the painting of another set of murals across the country.;;;;;;;#TODO;;;X
EVT_610147_DESC;The Uniуn Nacional Sinarquista, Mexico's nationalist and populist movement, has just been brought into the power structure by the Junta. The Sinarquistas trace their origins to the extreme right traditionalist Catholics, violently opposed to the left wing and secularist policies of Mexico's past socialist governments. Thanks to their anti-syndicalist furour, it is expected that their presence in our cabinet will do much good to our relations with the traditional bourgeoisie of Mexico - industrialists, bankers and hacienderos.;;;;;;;#TODO;;;X
EVT_610148_DESC;Since the signing of the Mexican Constitution of 1917, the Roman Catholic clergy has been deprived of a number of civil rights, such as the right to vote and own property. Not only that, the Church itself was persecuted, with local parishes shut, religious education suppressed, monasteries looted and even traditional religious feasts prohibited. Since our new government has come to power, these persecutions have been much relaxed. However, it is time to officially repeal these anti-clerical articles of our constitution!;;;;;;;#TODO;;;X
EVT_610149_DESC;Our partners of the Sinarquista movement have ordered their paramilitaries, the Camisas Doradas (Goldshirts) on a night of rampage. Over last night, their thugs have attacked a number of syndicalist organizations, such as trade unions and cultural centers, destroyed a number of muralist works of art in Mexico City, and invaded the homes of known socialists. These actions will, of course, help demobilize any existing opposition to our regime but, at the same time, some feel that these extremist measures will do us much harm on the long run.;;;;;;;#TODO;;;X
EVT_610154_DESC;Our country already has been a monarchy in two distinct periods. The First Mexican Empire, proclaimed just after the independence from Spain, lasted under Agustнn I from 1821 to 1823. The, the Second Empire, imposed by the occupying French forces of Napoleon III, survived from 1864 to 1867 under the rule of Maximilian I, an Austrian Habsburg archduke. Ever since the Sinarquistas have established their new nationalist regime, some fringe groups have started advocating for the restoration of monarchy in Mexico under a devout Catholic monarch. These groups have slowly gaining more and more support both among the political classes, to the point that on today's session of the Senate, sinarquista senator Manuel Torres Bueno has openly proposed a Third Mexican Empire to be instituted. Of course, most of our population is happy to live under a republic and would strongly oppose this scheme.;;;;;;;#TODO;;;X
EVT_610155_DESC;As our government has decided to restore the Mexican monarchy, now we must decide which dinasty shall ascend to the throne. Should we invite Doсa Marнa Anna Tunkl-Iturbide, of the House of Habsburg-Itъrbide? Since she is, famously, granddaughter of Salvador de Itъrbide (grandson of our first emperor Agustнn and an adopted son of our second monarch Maximilian I), she would be most appreciated by the traditional Catholics, conservative politicians and would put us on good relations with the European powers. On the other hand, a 'nativist' clique has emerged, supporting the claims of Don Fernando de Teruel, current holder of the Spanish title of Duke of Moctezuma de Tultengo - thus, a descendent of Aztec emperor Moctezuma II.;;;;;;;#TODO;;;X
EVT_610156_DESC;Today, Chapultepec Castle in Mexico City was prepared for a special ceremony, the first coronation in our country since 1867. In all grandeur, Doсa Marнa Anna of the house of Habsburg-Itъrbide accepted the imperial crown of Mexico as ascended the throne under the regnal name Marнa I. Shortly thereafter, she was greeted and applauded by a good section of our political classes, entrepeneurs and foreign dignataries. A few kilometers from there, however, pro-republic mobs continued to clash with police forces - a sign that the people won't easily accept this new monarchy so easily...;;;;;;;#TODO;;;X
EVT_610157_DESC;Today, Chapultepec Castle in Mexico City was prepared for a special ceremony, the first coronation in our country since 1867. In all grandeur, Don Fernando of the house of Moctezuma de Tultengo accepted the crown of Mexico as ascended the throne under the regnal name Fernando I. Shortly thereafter, he was greeted and applauded by a good section of our political classes, entrepeneurs and foreign dignataries. A few kilometers from there, however, pro-republic mobs continued to clash with police forces - a sign that the people won't easily accept this new monarchy so easily...;;;;;;;#TODO;;;X
EVT_610166_DESC;The small Republic of Haiti is an innefective burgeois democracy, exploited by dozens of American and Canadian companies. Major corporations such as the United Fruit Company and Hershey's exploit the Haitian people in their plantations, shipping their produce and profits overseas while employing thugs and buying corrupt government officials to ensure the proletariat remains in check, while repressive laws and violent police actions prevent any chance for true self-organization of the working classes. Despite these difficulties, a number of socialist organizations still manage to operate there, attempting small-scale organization of peasants and industrial workers. Our intelligence services think that these small groups may be the embryo of a true Haitian Revolution.;;;;;;;#TODO;;;X
EVT_610171_DESC;The Dominican Republic is a Spanish-speaking country in the Caribbean, sharing the island of Hispaniola with their neighbours Haiti. A very poor country under corrupt caudillos, the Dominican workers must face very difficult conditions in order to gain even their most basic needs, while repressive policies prevent a proper socialist movement. However, some syndicalist-inspired sectors of their military, according to our intelligence services, may act as the vanguard of the working class and advance a socialist uprising there.;;;;;;;#TODO;;;X
EVT_610190_DESC;Several years of warfare have taken their toll on the city of Las Vegas, Nevada. The American Civil War and, later, the Mexican occupation, have caused much damage to the economy and infrastructure of this gambling city. A good part of the population fled to the relative stability of California or Canada, while most of the casinos and hotels have been closed ever since. As Fremont Street lies abandoned, some surviving businesspeople have started petitioning our government to allow the casinos to be reopened. While gambling is illegal in all of Mexico, they argue that the influx of tourists, both Mexicans and Americans, would generate a good ammount of capital for the city - a part of which would turn into some much-needed tax money for our government.;;;;;;;#TODO;;;X
EVT_610191_DESC;Terrible news from our capital! Our dear president Josй Doroteo Arango, better known as Pancho Villa, has died this morning. Compaсero Villa first entered politics during the Mexico Revolution, as provisional governor of Chihuahua in 1913 and 1914 and, later, as commander of the famous Divisiуn del Norte. In 1916, he led the famous Pancho Villa Raid into the American town of Columbus, New Mexico, which led the US army into Mexico in order to capture him. After the revolution, Villa served as ambassador to the Commune of France, before becoming Minister of Foreign Affairs under the presidency of Emiliano Zapata and president of the republic later on. As the Mexican political system doesn't have a post of vice-president, our next leader must be selected by the Senate. Who shall be our next president?;;;;;;;#TODO;;;X
EVT_610192_DESC;Terrible news from our capital! Josй Doroteo Arango, better known as Pancho Villa, has died this morning. Compaсero Villa first entered politics during the Mexico Revolution, as provisional governor of Chihuahua in 1913 and 1914 and, later, as commander of the famous Divisiуn del Norte. In 1916, he led the famous Pancho Villa Raid into the American town of Columbus, New Mexico, which led the US army into Mexico in order to capture him. After the revolution, Villa served as ambassador to the Commune of France, before becoming Minister of Foreign Affairs under the presidency of Emiliano Zapata.;;;;;;;#TODO;;;X
EVT_610193_DESC;Terrible news! Our dear president Emiliano Zapata has passed away due to old age today. Zapata entered politics early on the Mexican Revolution, leading peasants groups in the state of Morelos, eventually forming the Liberation Army of the South. Despite nearly being wiped out in the Battle of Celaya in 1915, the Zapatista army survived thanks to the defection of Constitutionalist troops and officers, eventually marching on Mexico City in 1920. Zapata's main contribution to the revolution, the major land reform projects, ensued the redistribution of arable lands to millions of peasants across Mexico, eventually transforming our country into an agricultural powerhouse. As the Mexican political system doesn't have a post of vice-president, our next leader must be selected by the Senate. Who shall be our next president?;;;;;;;#TODO;;;X
EVT_610194_DESC;Terrible news! Our dear Emiliano Zapata has passed away due to old age today. Zapata entered politics early on the Mexican Revolution, leading peasants groups in the state of Morelos, eventually forming the Liberation Army of the South. Despite nearly being wiped out in the Battle of Celaya in 1915, the Zapatista army survived thanks to the defection of Constitutionalist troops and officers, eventually marching on Mexico City in 1920. Zapata's main contribution to the revolution, the major land reform projects, ensued the redistribution of arable lands to millions of peasants across Mexico, eventually transforming our country into an agricultural powerhouse.;;;;;;;#TODO;;;X
EVT_610071_DESC;During the American Civil War, the Mexican army managed to conquer a good part of the western and southwestern American states. Despite a well-organized campaign of both non-violent resistance and guerilla attacks by the local Anglo population, we are determined to continue our occupation. Now, with their Civil War over, the American government is demanding that we return them these former territories. And, according to our intelligence reports, they are even considering going to war against Mexico for this! Even if we know that we have a historical right to those lands, we must keep in mind that the Americans are much more strong and organized now - it is very possible that, in case of war, we may not resist their offensive.;;;;;;;#TODO;;;X
EVT_610083_DESC;During the American Civil War, the Mexican army managed to conquer a good part of our western and southwestern states. Despite a well-organized campaign of both non-violent resistance and guerilla attacks by our loyal population, Mexico continues their occupation and is preparing to fully integrate these territories in the long run. With our Civil War over, we now have the opportunity to press Mexico to return us our rightfull territories - be it through diplomatic means or through yet another war.;;;;;;;#TODO;;;X
EVT_610115_DESC;During the American Civil War, the Mexican army managed to conquer a good part of our western and southwestern states. Despite a well-organized campaign of both non-violent resistance and guerilla attacks by the local Anglo population, Mexico continues their occupation and is preparing to fully integrate these territories in the long run. With our Civil War over, we now have the opportunity to press Mexico to return us our rightfull territories - be it through diplomatic means or through yet another war. However, would it be a good thing to press our fellow socialists for this?;;;;;;;#TODO;;;X
EVT_6700000_DESC;This is the darkest hour of the German Empire. Defeated by the planes, tanks and tactics of a superior enemy, the Imperial government has evacuated Berlin and is currently converging, shell-shocked and delusional, in Dar es Salaam. However, the army is not Germany! And under the African Skies our loyal colonies remain committed to the war-effort. But the government is facing suspicions for presiding over the greatest military catastrophe to ever occur to Germany and army officers are demanding a new emergency chancellor to be appointed. Many of them are clamoring for Paul von Lettow-Vorbeck to be elevated to this position, given his successes in the Weltkrieg and the loyalty and affection he commands amongst the askaris.;;;;;;;#TODO;;;X
EVT_6700001_DESC;Chancellor von Lettow-Vorbeck has proposed to the emergency government that the German state raise additional units of native schutztruppen, also known as askaris. These doughty soldiers have served the Reich faithfully ever since the chancellor outwitted the Entente in the East African jungles during the Weltkrieg. Controversially, von Lettow-Vorbeck also proposes that we present the leaders of the various sub-states of Mittelafrika with the prospect of complete independence as a reward for their services to the Imperial dynasty and its government. This is a desperate proposal, but the Reich are going through desperate times.;;;;;;;#TODO;;;X
EVT_662801_DESC;"5 years ago today the workers of Geneva began a major industrial action, demanding social and economic reforms, which threatened to spread to the rest of French-speaking western Switzerland (known as the Romandy). Fearful of potential revolutionary influence by the Commune of France, the central government in Bern reacted swiftly by sending in the Federal Army to break the strike. In the ensuing violence 13 were killed and over 100 injured in Geneva. This has left a bitter divide between the Romandy and Bern which over the subsequent years has failed to heal. Encouraged by recent developments in France the radical left has begun to agitate once more and is planning on standing Socialist candidates in the upcoming local elections. However the social democrats, traditionally very strong in the Romandy have devised a reform package in conjunction with the trade unions, the ""Peace of Work"" agreement, which involves a number of policies regarding wage increases, shift times and so on. One of the key points is to put an end to the massive lockouts in watch manufactures which have taken place recently. The social democratic candidates are relying on this program to be re-elected and hopefully defuse the stand-off between the radical left and the conservative dominated Federal government in Bern.";;;;;;;#TODO;;;X
EVT_662802_DESC;"Backed by the conservative Federal government and the majority of German-speaking cantons, Swiss employer's organisations have refused to sign the so-called ""Peace of Work"" agreement proposed by trade unions to put an end to the massive lockouts in watch manufactures. While the moderate social-democrats have been disgraced, French-speaking workers, whose resentment towards the current government and the Federal Army (largely dominated by German-speaking officers) has been growing since the violent repression of workers' strike in Geneva in 1932, have returned a landslide victory to Socialist and pro-Syndicalist candidates in all cantonal elections, bringing in leftist councils in Geneva, Lausanne and Neufchвtel which are now calling for ambitious reforms.";;;;;;;#TODO;;;X
EVT_662803_DESC;Thanks to the ill-advised measures taken by Swiss authorities to put an end to their unions' demands for better wages and legal protection of labour rights, our efforts to spread Syndicalism popular among Romand workers in Switzerland have borne fruit and leftist local governments have been elected in French-speaking cantons. This is a great opportunity for the Commune to forge stronger ties with them. However the pro-German and pro-Austrian conservatives will probably try to topple these worker's elected representatives by all means available including brute force...;;;;;;;#TODO;;;X
EVT_662804_DESC;While the newly elected Socialist governments in Romandy have stepped into office, Federal intelligence services are reporting that French agents have crossed the border to advise the Romand leftists and partial mobilisation of French border units near Geneva is also said to be under way. The situation is getting too dangerous and a move to force the Socialist governments to step down and have new elections in the Romandy seems inevitable, even if it means temporary military occupation of the Romandy by the Federal army. But the risk of triggering a French armed response is high though and we cannot be sure of Mitteleuropa's support...;;;;;;;#TODO;;;X
EVT_662805_DESC;"The Federal Council, backed up by local French-speaking conservatives, has ordered ""sure"" (i.e. German-speaking) Federal Army units to enter Romand cantons to introduce martial law. Socialist leaders, as well as many workers and Syndicalist sympathisers, have been arrested and provisional local governments are being set up under Federal supervision. In spite of our efforts, some Socialist councilors have managed to escape to France and they are now calling for secession and armed resistance against the Federal rule. Despite the repression, the Romandy is now being plagued by massive strikes and armed incidents as demoblised French speaking Army units form militias. Meanwhile, an unusual concentration of French infantry and tanks is currently exercising in the Jura mountains, and violation of Swiss airspace by French aircraft is becoming more and more frequent.";;;;;;;#TODO;;;X
EVT_662806_DESC;The bourgeois Swiss government has shown its true face and has toppled the democratically elected Socialist councils in Geneva, Lausanne and other French-speaking cantons! Our agents have reported numerous atrocities against armed workers and civilians as the Swiss Federal Army has implemented martial law. Despite their best efforts, some French-speaking syndicalist sympathisers have evaded the Federal Army and found a safe haven in our country. They have just set up a secessionist Swiss-French government-in-exile and call for union with the Commune. Since none of the reactionary Powers seems to be willing to come to Switzerland's rescue, this is a one-time opportunity to send an ultimatum to Bern and add the Romandy to our territory.;;;;;;;#TODO;;;X
EVT_662807_DESC;"The uneasy truce observed between the Federal government and the Socialist-controlled local councils in French-speaking cantons has come to an end. After several clashes between German-speaking soldiers in training and Geneva policemen, the Romand socialist leaders pressed by the worker's militias, have proclaimed secession from Switzerland and the constitution of a so-called ""Romand Socialist Federation"". According to intelligence reports, the French and the secessionists have engaged in talks about an union between the Romand cantons and the Commune of France.";;;;;;;#TODO;;;X
EVT_662808_DESC;Despite the repression conducted by Federal Army troops and loyal Romands, Socialist militias which are reportedly using French-made heavy weapons and equipment, are on the offensive in almost all of the Romandy. Main lines of communication with the rest of Switzerland may fall under secessionist control, as well as most of the region's infrastructure. Geneva's State Council is besieged by pro-French militias and exiled Socialists are said to have returned from France to form a new and unified Socialist government. It also seems that the Federal Army has no control over the Swiss-French border anymore.;;;;;;;#TODO;;;X
EVT_662809_DESC;The brave workers and peasants of the French-speaking Swiss cantons have won their fight against the reactionary forces of the Bern government! At the unanimous request of the newly establish Communes of Geneva and Romandy, The Comitй de Salut Public has proclaimed their union with the Commune of France. While the local militias are being integrated in the Communal Army, French motorised units, supported by air forces, are heading towards the new border to prevent any retaliatory offensive from a revanchist Swiss government.;;;;;;;#TODO;;;X
EVT_662890_DESC;The treacherous Socialist rebels in the Romandy which had been on the verge of being wiped out by our brave soldiers, have called the Commune of France for protection! Last night French troops supported by tanks and bombers entered Swiss territory up to Fribourg, while elite French mountain troops have stormed our defensive positions in the Alps and in the Jura mountains. French state broadcasters have announced that the Romandy has been annexed to the Commune of France, all the while routed soldiers and refugees are arriving in Bern in the thousands. Our ambassador in Paris has been warned that any attempt to resist the Armйe de la Commune would lead to massive bombings on Zurich, Basel and Bern and the total annihilation of Swiss military capacities.;;;;;;;#TODO;;;X
EVT_662891_DESC;The Swiss Federal Army and its repugnant reactionary volunteer auxiliaries have defeated the heroic defenders of Socialist revolution in the Romandy. As thousands stream across the border to seek asylum in France, French-speaking militiamen are executed after mock trials, while right-wing activists and bourgeois hunt down Socialists, Anarchists an Syndicalists, loot their homes and take gruesome revenge on their families. Such atrocities, reported by our state broadcasters, are causing an uproar in France and every true Syndicalist is now ready to free the Romandy from the clutches of Swiss' bloodthirsty rulers. As our aircraft are ready to take off and strike against Swiss territory and our troops are concentrating near the border, the Comitй de Salut Public has informed Bern that should the Romandy be not evacuated by the Swiss Federal Army and its control transferred to Communal authorities, war would be inevitable.;;;;;;;#TODO;;;X
EVT_662892_DESC;"The rampant rebellion of the French-speaking minority around Nanzig (formerly Nancy) has recently worsened. Those people, whose perposterous calls for cultural autonomy have never ceased in spite of the French defeat and a comprehensive policy of Germanisation of the area, have become more arrogant after the Swiss have cowardly given in to the French demands and the leftist Romandy has been annexed by the Commune. As the reunion of Lothringen to the Reich was to be remembered in Nanzig with a massive military parade and speeches from high-ranking officials, and even if tens of pro-French local leaders and identified Syndicalists had been put under preemptive arrest, the celebrations have been interrupted by massive riots in Nanzig as well as in the whole area up to Metz. Official buildings have been set on fire, armed squads have opened fire against the police on Stanislas square and the Staathalter has barely escaped an assassination attempt in the town hall, while German-speaking homes, shops and factories have been looted by the populace and many German-speaking civilian assaulted or even murdered ; in the countryside and the industrial towns, local representatives of the Reich are targeted by terrorist cells. Mineworkers in French-speaking Lothringen are now on strike and despite a swift and ruthless repression, the situation is now getting out of control. Supported by the nationalist feelings of the common people, DVNP members of the Reichstag are calling for a massive deportation of French-speaking people from Lothringen to Silesia and Eastern Prussia ; Lothringen and parts of Elsass are now under martial law, troops are coming from all parts of the Reich to squash the rebellion, and the Kaiser has demanded immediate action to restore order in Lothringen.";;;;;;;#TODO;;;X
EVT_662893_DESC;"As Germany celebrates the 20th anniversary of the Victory and the reunion of all of Lothringen to the Reich, the festivities that took place in the city of Nanzig, formerly Nancy, have been tarnished by violent demonstrations from the French-speaking minority, who never fully integrated in our Empire and is still complaining about economic discrimination and social repression. As the military parade and speeches from the Staathalter were met by insults and catcalls from the populace, the demonstration has worsened and turned into a riot ; official buildings have been attacked by armed protesters, killing two policemen, and a number of German-speaking civilians have been assaulted by the mob. Even if the police has regained control of the streets and many demonstrators, including French-speaking militant leaders, have been put under arrest, the situation is still extremely tense. Mineworkers from French-speaking Lothringen have went on strike and discontent is fueled by French propaganda. In Berlin, where the public opinion calls for drastic measures, the cabinet is about to put Lothringen under military administration until law and order are restored.";;;;;;;#TODO;;;X
EVT_662894_DESC;After the British Revolution collapsed the American economy, upstate New York and the states east of it reoriented towards Canada to preserve their economies. Too conservative for Syndicalism but too moderate for America First, New England has become isolated from the rest of the United States and is now effectively in Ottawa's sphere of influence. Joseph Kennedy, representing the political and business elite of the region, quietly informed us today that should the worst come to pass and the government in Washington prove unable to defend them, the state governments would allow Canadian troops to garrison in them.;;;;;;;#TODO;;;X
EVT_662895_DESC;"Right-wing circles have been calling for a crusade against Commune of France ever since communards managed to oust legal French government from mainland France. Now their wishes have finally came true, as state of war exist between our glorious Vaterland and the nest of syndicalist vipers. After Kaiser Wilhelm II explained in a special radio adress reasons for Germany's involvement in another war with France and called for eradication of final obstacle to achieving ""Place in the Sun"" thousands of young Germans rushed to enlist in the military, following the example of Kaiser's grandsons, and civilians began gathering on streets manifesting their support for war. After catastrophic crisis German nation is united once again. Long live Germany! Long live the Kaiser!";;;;;;;#TODO;;;X
EVT_662896_DESC;A month before elections yet another scandal was revealed by the media. Die Gartenlaube, newspaper owned by Alfred Hugenberg, reported that two daughters of Freiherr Kurt von Hammerstein-Equord, general and friend of influential Reichskriegsminister von Schleicher, were involved in shady dealings with syndicalist intelligence. Shortly after Reichstag member Franz Seldte fanned the flames by asking why the Abwehr, run by von Schleicher's friend Ferdinand von Bredow, didn't find out that family of war minister's associate was infiltrated by hostile intelligence. While general von Hammerstein-Equord resigned and publically apologised for his daughters doings, the real question for von Schleicher was - should he pull strings to replace von Bredow and remove any further threats to his political career from that direction, and if yes - by whom ?;;;;;;;#TODO;;;X
EVT_662897_DESC;Economic crisis has shaken the belief held by milions of Germans in their great country, and as an effect both social-democratic and radical movements started gaining on popularity. Reichskanzelor von Papen hoped to turn the tide by announcing weekly radio adresses in which he would announce what steps has the government taken to combat the crisis. Despite critics saying that since the beginning of these auditions chancellor prefers to spend time in broadcasting company's headquaters rather than in Reichstag, the broadcast proved to be a great success.;;;;;;;#TODO;;;X
EVT_662898_DESC;The despicable Red rulers in Paris feel bold enough to defy our supremacy and are now overly supporting the rebellion in Lorraine ! Despite the appropriate measures enforced in the Western regions, many Germans consider that the ever-growing threat from the Commune now has to be firmly contained, and our allies in Flanders-Wallonia have publicly expressed concern their own security, questioning the effectivity of German protection. After long and extensive talks with the Kaiser and the top military, the Chancellor has approved partial mobilisation of the reserves and is considering massive military exercise in Alsace-Lorraine, complete with air and armor detachments and military observers from Mitteuropa member states, to prevent further French provocations.;;;;;;;#TODO;;;X
EVT_662899_DESC;"At 6 AM this morning, the so-called ""military exercise"" organised by the German Army has proved to be nothing more that a treacherous act of agression against the Commune ! At least two artillery batteries have opened fire across the border and have shelled Leval, a small and undefended village near Belfort. Twelve houses and buildings have been destroyed and 26 people, mostly women and children, have been slaughtered in this cowardly attack. The survivors are being evacuated as border troops, reinforced with longe-range artillery, are now facing the murderous German units. An emergency session is being held at the Bourse Gйnйrale du Travail, while the Chief of Staff has just come back with his aides from Besanзon to Paris to consider the most appropriate response to such a despicable attack.";;;;;;;#TODO;;;X
EVT_662900_DESC;The bloodthristy French have thrown their mask away and are revealing their intention to attack Elsass-Lothringen ! At 6.30 AM this morning, a platoon of French tanks has crossed the border east of Muhlhausen and opened fire against the peaceful, unguarded village of Bretten, before retreating. The local church and several houses have been shelled of destroyed by fire, killing at least 19 people. Prince Wilhelm has been called back to Berlin and is to report the situation to the Kaiser as soon as possible, while the Cabinet is now evaluating the crisis and is discussing the best option to answer this odious crime.;;;;;;;#TODO;;;X
EVT_662901_DESC;Once again, the German nationalist reactionaries are attempting to squash worker's struggle for emancipation ! Inspired by the victorious Romand revolution and the reunion of French-speaking Swtizerland to the Commune, our long-oppressed comrades from Lorraine have at least decided to shake free of the Kaiser's yoke, taking arms against the occupants and its German-speaking capitalist settlers. Alas, bloodthirsty hordes of soldiers and militiamen have been unleashed from all parts of the German Empire and are now ravaging Lorraine. Many Syndicalists have been executed after hast mock trials and French-speaking civilians are fleeing west up to the French border, where facilities have been built to welcome these refugees. Mass demonstrations in French cities are spontaleously organised to call for revenge, and although some pacifists from the Anarchist press have expressed reservations, the Comitй de Salut Public, under pressure from the General Staff, has informed our friends from the Internationale that the  Commune, now confident in its strengh, is ready to help the revolutionnaries in Lorraine by all means available.;;;;;;;#TODO;;;X
EVT_662902_DESC;In spite of a ruthless policy of Germanisation and repression of Syndicalist activity, our lost fellow comrades from Lorraine have revolted again the Kaiser's rule. During a provocative celebration of the twentieth anniversary of German occupation, thousands of French-speaking Lorrains have taken control of Nancy and other areas in Lorraine, raising the red flag upon their town halls and closing down every mine and factory. However, brute force is now suppressing the Lorrains struggle for freedom and social justice and despite undecover help from our intelligence services, the German police,supported by army detachements, has put hundreds under arrest, while extrajudicial executions have been reported in Longwy and mining cities are under martial law. Put under pressure by outraged French people, the Comitй de Salut Public is discussing the General staff's proposal to perform a show of force at the German border in an attempt to come to the French-speaking militants's rescue.;;;;;;;#TODO;;;X
EVT_662903_DESC;"Our agents in Berlin and Strasbourg have informed us that an unprecented concentration of German troops is planned in Alsace and Lorraine under the guise of ""military exercise"". Such an aggessive move from the German autocracy, at a time when Lorrains are desperately fighting for their freedom, is nothing more that a desperate attempt to test our resolution; however such a plan is bound to backfire : to prevent further German provocations, partial mobilisation of the Communal army divisions in eastern regions has been ordered and a show of force may be performed in Franche-Comtй, near the Alsatian border, where newly-created armored regiments are to exercise in combined operations with infantry divisions and air support.";;;;;;;#TODO;;;X
EVT_662904_DESC;"It now seems that the Lorraine crisis can not be resolved unless the French are humbled once again, and the time has come for Germany again to show its force. In this regard, at the request of the Kaiser,his grandson and future Kronprinz Prince Wilhelm von Preussen will attend the military exercise organised in Alsace-Lorraine under the name ""Tьchtiger Bogenschьtze"" (the name was chosen because new long-range artillery prototypes from Krupp factories are to be tested in real conditions during the exercise), which will be the largest concentration of troops since the Weltkrieg. No less than 8 divisions will be deployed near the French border, where fortifications have been fully manned. 3 air regiments and armored units will also take part in the operations, which will be followed by many European military attachйs. Ready to march on Paris, these troops will surely make the Commune back down in terror !";;;;;;;#TODO;;;X
EVT_662905_DESC;"German sabre-rattling and a ever worsening situation in Lorraine have convinced the Comitй de Salut Public to give in to the General Staff's request for a wide-scale military exercise at the border that will prove the uncompromising resolution of the Commune to both friends and foes ! The high-ranking officers have decided in favour of a major combined arms exercise in northern Franche-Comtй, which will be named ""Opйration Klйber"". Four infantry divisions and two motorised infantry divisions, with their divisional artillery units, will face the Germans near Belfort, while bomber and fighter wings will train in coordination with an armored division equipped with the newest medium and heavy tanks. Impressed by our modern and unstoppable military force, the Kaiser and his minions will have no choice but to retreat behind the Voges mountains !";;;;;;;#TODO;;;X
EVT_662906_DESC;"An unfortunate incident has just occured during the military exercise in progress in Elsass-Lothingen. Two of our new long-range artillery batteries, manned by young recruits, have mistakingly shelled a small French village by the name of Leval due to poor fire range evaluation. According the the Red French broadcast, several locals would have been killed by this accidental shelling. Military police is currently interrogating the officer and NCO's in charge, but the French, shamelessly taking advantage of the situation, have issued an inflamarory statement demanding official apologies from the Kaiser and Cabinet and threatening Germany of ""unpredictable consequences"" if we refuse to comply.";;;;;;;#TODO;;;X
